Date,ticker,close,close_lag,return,volume,high,low,rolling_var_5,target
2022-01-10,NVS,82.85916137695312,82.15088653564453,0.8621633571797016,2753400,90.12999725341797,88.45999908447266,-0.3051103487132334,-1.8835986234857338
2022-01-11,NVS,82.66600036621094,82.85916137695312,-0.23311967865983219,2104100,89.95999908447266,89.29000091552734,-0.12742489475042085,-1.5557970221228068
2022-01-12,NVS,82.5924072265625,82.66600036621094,-0.08902467679871018,2205100,89.8499984741211,89.16999816894531,-0.20430067828760778,-1.3596437297278148
2022-01-13,NVS,83.35587310791016,82.5924072265625,0.9243778053996676,1864600,90.98999786376953,90.12000274658203,-0.20430067828760778,-1.1837759856021317
2022-01-14,NVS,83.29148864746094,83.35587310791016,-0.07724046074818469,1576200,90.86000061035156,90.13999938964844,-0.20430067828760778,-1.0454372783264776
2022-01-18,NVS,82.3624496459961,83.29148864746094,-1.1154068879679735,2318300,89.83999633789062,89.01000213623047,-0.9389494461063452,-1.6792763757195894
2022-01-19,NVS,81.7277603149414,82.3624496459961,-0.77060521364124,2044200,89.31999969482422,88.6500015258789,-1.0464465531026268,-2.5982980340717954
2022-01-20,NVS,81.12066650390625,81.7277603149414,-0.7428244805628981,2066000,89.1500015258789,88.13999938964844,-1.0464465531026268,-3.4404439088868144
2022-01-21,NVS,80.05364227294922,81.12066650390625,-1.3153543689210845,2781600,88.02999877929688,86.91000366210938,-1.2753648727304623,-4.511508103329669
2022-01-24,NVS,78.30595397949219,80.05364227294922,-2.1831465050623833,3887800,85.12999725341797,83.29000091552734,-2.0095880778341235,-6.316795502876185
2022-01-25,NVS,77.76325225830078,78.30595397949219,-0.6930529463104906,2932900,85.08999633789062,83.26000213623047,-2.0095880778341235,-7.3874341346039625
2022-01-26,NVS,77.48728942871094,77.76325225830078,-0.35487562772348324,2828300,85.31999969482422,83.87000274658203,-2.0095880778341235,-8.35057565933546
2022-01-27,NVS,78.31514739990234,77.48728942871094,1.068379055836055,2990800,85.93000030517578,84.63999938964844,-2.0095880778341235,-9.313717184066956
2022-01-28,NVS,79.0234375,78.31514739990234,0.9044100964030521,2306800,85.9800033569336,84.2699966430664,-1.8851277933120048,-9.9234801046485
2022-01-31,NVS,79.94326782226562,79.0234375,1.1639968487394903,3146900,87.0199966430664,85.83000183105469,-0.6254174825930892,-8.539309509407465
2022-02-01,NVS,81.11146545410156,79.94326782226562,1.4612833121022017,3178900,88.44999694824219,87.66000366210938,-0.10301848289817617,-6.632739914471516
2022-02-02,NVS,79.0234375,81.11146545410156,-2.5742697933168412,4366700,86.0199966430664,84.29000091552734,-1.8785338153728626,-6.501685652010256
2022-02-03,NVS,79.49253845214844,79.0234375,0.5936225593178523,3619900,86.8499984741211,85.77999877929688,-1.9406913227899025,-6.432788896966034
2022-02-04,NVS,79.36376953125,79.49253845214844,-0.16198868900878516,2985500,86.55000305175781,86.01000213623047,-2.09181357245523,-6.639474676109261
2022-02-07,NVS,80.21922302246094,79.36376953125,1.07788918830789,2612800,87.44999694824219,86.7699966430664,-2.09181357245523,-8.105870765971401
